section,category,subcategory_a,subcategory_b,trans_ab,trans_ab_pm,avg_qty_a_when_pair,avg_qty_b_when_pair
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241C - FACIAL WASH SOAP WOMEN 150-250G,3241D - FACIAL CLEANSER PAPER,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241D - FACIAL CLEANSER PAPER,3241E - FACIAL BAR SOAP,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3245 - MOISTURIZER,3245A - MOISTURIZER 10-25G,3245B - MOISTURIZER 30-60G,22,7.3333333333333333,1.1304347826086957,1.0434782608695652
PERSONAL CARE,3245 - MOISTURIZER,3245B - MOISTURIZER 30-60G,3245C - MOISTURIZER 75-100G,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3246 - FACE MASK,3246A - PEEL MASK,3246B - SHEET MASK,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3247 - ANTI ACNE,3247A - ANTI ACNE,3247B - ANTI ACNE PLESTER,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3248 - MEN FACIAL FOAM SOAP,3248A - MEN FACIAL WASH SOAP 40-90G,3248B - MEN FACIAL WASH SOAP 100-150G,13,4.3333333333333333,1.1250000000000000,1.1875000000000000
PERSONAL CARE,3251 - BODY LOTION,3251A - BODY LOTION 100-150ML,3251B - BODY LOTION 180-250ML,8,2.6666666666666667,1.00000000000000000000,1.1111111111111111
PERSONAL CARE,3251 - BODY LOTION,3251A - BODY LOTION 100-150ML,3251E - BODY MASSAGE,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3251 - BODY LOTION,3251A - BODY LOTION 100-150ML,3251F - BODY TREATMENT,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3251 - BODY LOTION,3251B - BODY LOTION 180-250ML,3251C - BODY LOTION 300-600ML,92,30.6666666666666667,1.2752293577981651,1.4128440366972477
PERSONAL CARE,3251 - BODY LOTION,3251B - BODY LOTION 180-250ML,3251E - BODY MASSAGE,46,15.3333333333333333,1.0200000000000000,1.00000000000000000000
PERSONAL CARE,3251 - BODY LOTION,3251B - BODY LOTION 180-250ML,3251F - BODY TREATMENT,10,3.3333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3251 - BODY LOTION,3251C - BODY LOTION 300-600ML,3251E - BODY MASSAGE,11,3.6666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3251 - BODY LOTION,3251C - BODY LOTION 300-600ML,3251F - BODY TREATMENT,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3251 - BODY LOTION,3251E - BODY MASSAGE,3251F - BODY TREATMENT,6,2.0000000000000000,1.00000000000000000000,1.1666666666666667
PERSONAL CARE,3252 - BODY SERUM,3252A - BODY SERUM 100-150ML,3252B - BODY SERUM 180-250ML,13,4.3333333333333333,1.5000000000000000,1.5000000000000000
PERSONAL CARE,3262 - COMPACT POWDER,3262A - COMPACT POWDER,3262B - REFFIL COMPACT POWDER,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3262 - COMPACT POWDER,3262A - COMPACT POWDER,3262C - LOOSE POWDER,9,3.0000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3262 - COMPACT POWDER,3262B - REFFIL COMPACT POWDER,3262C - LOOSE POWDER,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3265 - LIPS,3265A - LIPS,3265B - LIP BALM,5,1.6666666666666667,1.00000000000000000000,1.00000000000000000000
SANITARY ADULT,3321 - SANITARY NAPKINS WINGS,3321B - SANITARY NAPKINS WINGS 10-19S,3321C - SANITARY NAPKINS WINGS 20-30S,245,81.6666666666666667,1.1360294117647059,1.0808823529411765
SANITARY ADULT,3322 - SANITARY NAPKINS NON WINGS,3322B - SANITARY NAPKINS NON WINGS 10-19S,3322C - SANITARY NAPKINS NON WINGS 20-30S,14,4.6666666666666667,1.5333333333333333,1.1333333333333333
SANITARY ADULT,3324 - ADULT DIAPERS,3324A - ADULT DIAPERS TAPED,3324B - ADULT DIAPERS PANTS,112,37.3333333333333333,1.3410852713178295,1.5038759689922481
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,1408,469.3333333333333333,1.2491289198606272,1.1689895470383275
SANITARY ADULT,5516 - MEN UNDERWEAR,5516A - MENS T-SHIRT UNDERWEAR,5516B - MENS SINGLET UNDERWEAR,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
SANITARY ADULT,5516 - MEN UNDERWEAR,5516A - MENS T-SHIRT UNDERWEAR,5516C - MENS PANTS UNDERWEAR,7,2.3333333333333333,1.3333333333333333,1.4444444444444444
SANITARY ADULT,5516 - MEN UNDERWEAR,5516B - MENS SINGLET UNDERWEAR,5516C - MENS PANTS UNDERWEAR,2,0.66666666666666666667,1.00000000000000000000,1.4444444444444444
SNACK,2211 - PEANUTS,2211A - PEANUTS 10-49G,2211B - PEANUTS 50-95G,2,0.66666666666666666667,1.5000000000000000,1.2500000000000000
SNACK,2211 - PEANUTS,2211A - PEANUTS 10-49G,2211C - PEANUTS 100-190G,6,2.0000000000000000,1.4285714285714286,1.1428571428571429
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,2211C - PEANUTS 100-190G,257,85.6666666666666667,1.2654155495978552,1.2117962466487936
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,2211D - PEANUTS 200-250G,8,2.6666666666666667,1.3750000000000000,1.00000000000000000000
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,2211E - PEANUTS 350-500G,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,2211D - PEANUTS 200-250G,55,18.3333333333333333,1.0142857142857143,1.0714285714285714
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,2211E - PEANUTS 350-500G,40,13.3333333333333333,1.2500000000000000,1.1250000000000000
SNACK,2211 - PEANUTS,2211D - PEANUTS 200-250G,2211E - PEANUTS 350-500G,5,1.6666666666666667,1.4000000000000000,1.4000000000000000
SNACK,2212 - POTATOES,2212A - POTATOES 10-50G,2212B - POTATOES 54-85G,471,157.0000000000000000,1.3355978260869565,1.1630434782608696
SNACK,2212 - POTATOES,2212A - POTATOES 10-50G,2212C - POTATOES 100-200G,98,32.6666666666666667,1.4296875000000000,1.1718750000000000
SNACK,2212 - POTATOES,2212A - POTATOES 10-50G,2212D - POTATOES CAN,126,42.0000000000000000,1.4902912621359223,1.2378640776699029
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,2212C - POTATOES 100-200G,845,281.6666666666666667,1.1181506849315068,1.0821917808219178
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,2212D - POTATOES CAN,556,185.3333333333333333,1.1435185185185185,1.1828703703703704
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,2212D - POTATOES CAN,238,79.3333333333333333,1.0746753246753247,1.1396103896103896
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,2213C - EXTRUDED & PELLET 50-95G,1661,553.6666666666666667,1.6874497184231698,1.1786001609010459
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,2213D - EXTRUDED & PELLET >100G,438,146.0000000000000000,1.9619047619047619,1.0685714285714286
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,2213D - EXTRUDED & PELLET >100G,2907,969.0000000000000000,1.2149181053563524,1.0745905267817618
SNACK,2214 - TRADITIONAL SNACK,2214A - TRADITIONAL CHIPS,2214B - TRADITIONAL CAKE,5,1.6666666666666667,1.00000000000000000000,1.00000000000000000000
SNACK,2214 - TRADITIONAL SNACK,2214A - TRADITIONAL CHIPS,2214C - TRADITIONAL CRACKERS,22,7.3333333333333333,1.0434782608695652,1.0434782608695652
SNACK,2214 - TRADITIONAL SNACK,2214A - TRADITIONAL CHIPS,2214D - TRADITIONAL CRISPY SNACK,73,24.3333333333333333,1.0333333333333333,1.0444444444444444
SNACK,2214 - TRADITIONAL SNACK,2214A - TRADITIONAL CHIPS,2214E - TRADITIONAL FRUIT & VEGE SNACK,19,6.3333333333333333,1.00000000000000000000,1.0500000000000000
SNACK,2214 - TRADITIONAL SNACK,2214A - TRADITIONAL CHIPS,2214F - TRADITIONAL NUTS,13,4.3333333333333333,1.00000000000000000000,1.0769230769230769
SNACK,2214 - TRADITIONAL SNACK,2214A - TRADITIONAL CHIPS,2214G - TRADITIONAL STICK,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,2214C - TRADITIONAL CRACKERS,9,3.0000000000000000,1.00000000000000000000,1.1000000000000000
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,2214D - TRADITIONAL CRISPY SNACK,38,12.6666666666666667,1.0465116279069767,1.0232558139534884
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,2214E - TRADITIONAL FRUIT & VEGE SNACK,9,3.0000000000000000,1.00000000000000000000,1.2222222222222222
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,2214F - TRADITIONAL NUTS,7,2.3333333333333333,1.3000000000000000,1.2000000000000000
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,2214G - TRADITIONAL STICK,5,1.6666666666666667,1.00000000000000000000,1.1666666666666667
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,2214D - TRADITIONAL CRISPY SNACK,161,53.6666666666666667,1.0582010582010582,1.0158730158730159
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,2214E - TRADITIONAL FRUIT & VEGE SNACK,21,7.0000000000000000,1.00000000000000000000,1.0434782608695652
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,2214F - TRADITIONAL NUTS,19,6.3333333333333333,1.0952380952380952,1.0476190476190476
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,2214G - TRADITIONAL STICK,16,5.3333333333333333,1.00000000000000000000,1.1000000000000000
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,91,30.3333333333333333,1.0733944954128440,1.0550458715596330
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,2214F - TRADITIONAL NUTS,93,31.0000000000000000,1.1100917431192661,1.0366972477064220
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,2214G - TRADITIONAL STICK,27,9.0000000000000000,1.0312500000000000,1.0937500000000000
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,2214F - TRADITIONAL NUTS,20,6.6666666666666667,1.0454545454545455,1.1363636363636364
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,2214G - TRADITIONAL STICK,10,3.3333333333333333,1.1666666666666667,1.0833333333333333
SNACK,2214 - TRADITIONAL SNACK,2214F - TRADITIONAL NUTS,2214G - TRADITIONAL STICK,12,4.0000000000000000,1.00000000000000000000,1.00000000000000000000
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,2215B - CASSAVA 100-190G,247,82.3333333333333333,1.1889250814332248,1.0618892508143322
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,2216B - SEAWEED 11-40G,39,13.0000000000000000,1.2985074626865672,1.1492537313432836
SNACK,2217 - CORN,2217A - CORN 35-95G,2217B - CORN 100-200G,252,84.0000000000000000,1.1095890410958904,1.0410958904109589
STAPLE NEED,1511 - RICE,1511A - RICE BAG 1-3KG,1511B - RICE BAG 5KG,88,29.3333333333333333,1.5376344086021505,1.2473118279569892
STAPLE NEED,1512 - SUGAR,1512C - SUGAR BAG 1KG,1512E - OTHERS SUGAR,114,38.0000000000000000,1.1860465116279070,1.0542635658914729
STAPLE NEED,1513 - FLOUR,1513A - FLOUR,1513B - OTHER FLOUR,604,201.3333333333333333,1.0789115646258503,1.1088435374149660
STAPLE NEED,1521 - PALM COOKING OIL,1521B - PALM COOKING OIL POUCH 900-1000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,215,71.6666666666666667,1.4212765957446809,1.4638297872340426
STAPLE NEED,1521 - PALM COOKING OIL,1521B - PALM COOKING OIL POUCH 900-1000ML,1521F - PALM COOKING OIL BOTTLE 800-1000ML,57,19.0000000000000000,2.7656250000000000,2.6562500000000000
STAPLE NEED,1521 - PALM COOKING OIL,1521B - PALM COOKING OIL POUCH 900-1000ML,1521G - PALM COOKING OIL BOTTLE 2L,25,8.3333333333333333,1.7200000000000000,1.4800000000000000
STAPLE NEED,1521 - PALM COOKING OIL,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521F - PALM COOKING OIL BOTTLE 800-1000ML,126,42.0000000000000000,1.5220588235294118,1.6470588235294118
STAPLE NEED,1521 - PALM COOKING OIL,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521G - PALM COOKING OIL BOTTLE 2L,487,162.3333333333333333,1.8139534883720930,1.7403100775193798
STAPLE NEED,1521 - PALM COOKING OIL,1521F - PALM COOKING OIL BOTTLE 800-1000ML,1521G - PALM COOKING OIL BOTTLE 2L,73,24.3333333333333333,1.6164383561643836,1.6301369863013699
STAPLE NEED,1523 - MARGARINE & BUTTER,1523A - MARGARINE & BUTTER CUP 250-350G,1523B - MARGARINE & BUTTER BAG 200G,88,29.3333333333333333,1.1792452830188679,1.5943396226415094
STAPLE NEED,1625 - COCONUT MILK,1625A - COCONUT MILK LIQUID 65-100ML,1625B - COCONUT MILK LIQUID 180-200ML,162,54.0000000000000000,1.9356725146198830,1.1578947368421053
STAPLE NEED,1625 - COCONUT MILK,1625A - COCONUT MILK LIQUID 65-100ML,1625C - COCONUT MILK POWDER 20-25G,135,45.0000000000000000,1.6811594202898551,1.2898550724637681
STAPLE NEED,1625 - COCONUT MILK,1625B - COCONUT MILK LIQUID 180-200ML,1625C - COCONUT MILK POWDER 20-25G,19,6.3333333333333333,1.1578947368421053,1.5789473684210526
STAPLE NEED,1711 - MSG ( MONO SODIUM GLUTAMATE ),1711A - MSG ( MONO SODIUM GLUTAMATE ) 50-150G,1711B - MSG ( MONO SODIUM GLUTAMATE ) 250-500G,9,3.0000000000000000,1.3333333333333333,1.00000000000000000000
STAPLE NEED,1714 - STOCK SOUP,1714A - STOCK SOUP SACHET,1714B - STOCK SOUP 100-250G,296,98.6666666666666667,1.2467948717948718,1.0384615384615385
STAPLE NEED,1715 - MEAL MAKER,1715A - FRIED MEAL MAKER,1715B - SOUP MEAL MAKER POWDER,137,45.6666666666666667,1.5677083333333333,1.3958333333333333
STAPLE NEED,1715 - MEAL MAKER,1715A - FRIED MEAL MAKER,1715C - SOUP MEAL MAKER PASTE,160,53.3333333333333333,1.4529147982062780,1.1165919282511211
STAPLE NEED,1715 - MEAL MAKER,1715A - FRIED MEAL MAKER,1715D - FRIED RICE MEAL MAKER POWDER,148,49.3333333333333333,1.5212765957446809,1.4361702127659574
STAPLE NEED,1715 - MEAL MAKER,1715A - FRIED MEAL MAKER,1715E - FRIED RICE MEAL MAKER PASTE,22,7.3333333333333333,1.6800000000000000,1.2000000000000000
STAPLE NEED,1715 - MEAL MAKER,1715B - SOUP MEAL MAKER POWDER,1715C - SOUP MEAL MAKER PASTE,84,28.0000000000000000,1.4444444444444444,1.1944444444444444
STAPLE NEED,1715 - MEAL MAKER,1715B - SOUP MEAL MAKER POWDER,1715D - FRIED RICE MEAL MAKER POWDER,47,15.6666666666666667,1.6923076923076923,1.4000000000000000
STAPLE NEED,1715 - MEAL MAKER,1715B - SOUP MEAL MAKER POWDER,1715E - FRIED RICE MEAL MAKER PASTE,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
STAPLE NEED,1715 - MEAL MAKER,1715C - SOUP MEAL MAKER PASTE,1715D - FRIED RICE MEAL MAKER POWDER,69,23.0000000000000000,1.1401869158878505,1.4299065420560748
STAPLE NEED,1715 - MEAL MAKER,1715C - SOUP MEAL MAKER PASTE,1715E - FRIED RICE MEAL MAKER PASTE,12,4.0000000000000000,1.1875000000000000,1.1875000000000000
STAPLE NEED,1715 - MEAL MAKER,1715D - FRIED RICE MEAL MAKER POWDER,1715E - FRIED RICE MEAL MAKER PASTE,24,8.0000000000000000,1.3928571428571429,1.1785714285714286
STAPLE NEED,1716 - FLOUR SEASONING,1716A - FLOUR SEASONING,1716B - SPECIFIC FLOUR SEASONING,544,181.3333333333333333,1.2709580838323353,1.2050898203592814
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717A - SHRIMP PASTE,1717B - PEANUT SAUCE,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717A - SHRIMP PASTE,1717C - OTHER SEASONING (TOPING),1,0.50000000000000000000,1.00000000000000000000,3.0000000000000000
STAPLE NEED,"1717 - SHRIMP PASTE, PEANUT SAUCE AND OTHER",1717B - PEANUT SAUCE,1717C - OTHER SEASONING (TOPING),3,1.00000000000000000000,1.00000000000000000000,1.6666666666666667
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,1721B - CHILLI PET & BOTTLE 235-275ML,79,26.3333333333333333,1.9450549450549451,1.3736263736263736
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,1721D - CHILLI PACK,26,8.6666666666666667,1.4137931034482759,1.2413793103448276
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,1721E - TRADITIONAL CHILLI,32,10.6666666666666667,1.6470588235294118,1.2941176470588235
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,1721F - POWDER CHILLI,57,19.0000000000000000,1.0769230769230769,1.0153846153846154
STAPLE NEED,1721 - CHILLI,1721A - CHILLI PET 120-200ML,1721H - CHILLI PET & BOTTLE 300-400ML,60,20.0000000000000000,1.8939393939393939,1.2272727272727273
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,1721D - CHILLI PACK,22,7.3333333333333333,1.0833333333333333,1.4166666666666667
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,1721E - TRADITIONAL CHILLI,80,26.6666666666666667,1.1358024691358025,1.00000000000000000000
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,1721F - POWDER CHILLI,116,38.6666666666666667,1.0930232558139535,1.0542635658914729
STAPLE NEED,1721 - CHILLI,1721B - CHILLI PET & BOTTLE 235-275ML,1721H - CHILLI PET & BOTTLE 300-400ML,90,30.0000000000000000,1.0891089108910891,1.1089108910891089
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,1721E - TRADITIONAL CHILLI,15,5.0000000000000000,1.0625000000000000,1.1875000000000000
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,1721F - POWDER CHILLI,12,4.0000000000000000,1.2000000000000000,1.00000000000000000000
STAPLE NEED,1721 - CHILLI,1721D - CHILLI PACK,1721H - CHILLI PET & BOTTLE 300-400ML,27,9.0000000000000000,1.1071428571428571,1.0714285714285714
STAPLE NEED,1721 - CHILLI,1721E - TRADITIONAL CHILLI,1721F - POWDER CHILLI,33,11.0000000000000000,1.2432432432432432,1.2432432432432432
STAPLE NEED,1721 - CHILLI,1721E - TRADITIONAL CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,64,21.3333333333333333,1.0869565217391304,1.0869565217391304
STAPLE NEED,1721 - CHILLI,1721F - POWDER CHILLI,1721H - CHILLI PET & BOTTLE 300-400ML,74,24.6666666666666667,1.1445783132530120,1.0843373493975904
STAPLE NEED,1722 - TOMATO,1722A - TOMATO PET 130-140ML,1722B - TOMATO BOTTLE 275-340ML,4,1.3333333333333333,1.2500000000000000,1.00000000000000000000
STAPLE NEED,1722 - TOMATO,1722A - TOMATO PET 130-140ML,1722D - STEAK & PASTA SAUCE,10,3.3333333333333333,1.2307692307692308,1.0769230769230769
STAPLE NEED,1722 - TOMATO,1722B - TOMATO BOTTLE 275-340ML,1722C - TOMATO SACHET,20,6.6666666666666667,1.4000000000000000,1.2500000000000000
STAPLE NEED,1722 - TOMATO,1722B - TOMATO BOTTLE 275-340ML,1722D - STEAK & PASTA SAUCE,106,35.3333333333333333,1.0661157024793388,1.1900826446280992
STAPLE NEED,1722 - TOMATO,1722C - TOMATO SACHET,1722D - STEAK & PASTA SAUCE,43,14.3333333333333333,1.1489361702127660,1.0638297872340426
STAPLE NEED,1723 - SOY SAUCE,1723A - SOY SAUCE PET 130-250ML,1723B - SOY SAUCE BOTTLE 275-340ML,139,46.3333333333333333,1.3986013986013986,1.5454545454545455
STAPLE NEED,1723 - SOY SAUCE,1723A - SOY SAUCE PET 130-250ML,1723C - SOY SAUCE 500-600ML,186,62.0000000000000000,1.4062500000000000,1.6666666666666667
STAPLE NEED,1723 - SOY SAUCE,1723B - SOY SAUCE BOTTLE 275-340ML,1723C - SOY SAUCE 500-600ML,144,48.0000000000000000,1.5541401273885350,2.5095541401273885
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724A - LIQUID SAUCE SACHET,1724B - LIQUID SAUCE BOTTLE,13,4.3333333333333333,1.0714285714285714,1.00000000000000000000
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724A - LIQUID SAUCE SACHET,1724C - VINEGAR,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,1724B - LIQUID SAUCE BOTTLE,1724C - VINEGAR,22,7.3333333333333333,1.00000000000000000000,1.1363636363636364
STAPLE NEED,1725 - DRESSING,1725B - DRESSING SACHET 50-150G,1725C - DRESSING BOTTLE,43,14.3333333333333333,1.7000000000000000,1.0200000000000000
STAPLE NEED,1811 - CANNED MEAT,1811A - CANNED MEAT 180-200G,1811B - CANNED MEAT 325-400G,2,1.00000000000000000000,1.5000000000000000,1.5000000000000000
STAPLE NEED,1811 - CANNED MEAT,1811A - CANNED MEAT 180-200G,1811C - CANNED MEAT SAC,12,4.0000000000000000,1.00000000000000000000,1.6666666666666667
STAPLE NEED,1812 - CANNED SEAFOOD,1812A - CANNED SEAFOOD SARDINES 100-200G,1812B - CANNED SEAFOOD SARDINES 300-500G,102,34.0000000000000000,1.1705426356589147,1.0387596899224806
STAPLE NEED,1812 - CANNED SEAFOOD,1812A - CANNED SEAFOOD SARDINES 100-200G,1812D - CANNED SEAFOOD MACKEREL 300-500G,19,6.3333333333333333,1.2105263157894737,1.1052631578947368
STAPLE NEED,1812 - CANNED SEAFOOD,1812A - CANNED SEAFOOD SARDINES 100-200G,1812E - CANNED SEAFOOD TUNA 100-200G,6,2.0000000000000000,1.1666666666666667,1.3333333333333333
STAPLE NEED,1812 - CANNED SEAFOOD,1812B - CANNED SEAFOOD SARDINES 300-500G,1812D - CANNED SEAFOOD MACKEREL 300-500G,14,4.6666666666666667,1.2000000000000000,1.1333333333333333
STAPLE NEED,1812 - CANNED SEAFOOD,1812B - CANNED SEAFOOD SARDINES 300-500G,1812E - CANNED SEAFOOD TUNA 100-200G,5,1.6666666666666667,1.00000000000000000000,1.2000000000000000
STAPLE NEED,1812 - CANNED SEAFOOD,1812D - CANNED SEAFOOD MACKEREL 300-500G,1812E - CANNED SEAFOOD TUNA 100-200G,1,0.33333333333333333333,1.00000000000000000000,2.0000000000000000
STAPLE NEED,1915 - PASTA,1915A - PASTA,1915B - INSTANT PASTA,167,55.6666666666666667,1.2251082251082251,1.7186147186147186
TISSUE,3311 - FACIAL TISSUE,3311A - FACIAL TISSUE PACK 200-500S,3311B - FACIAL TISSUE PACK >500S,263,87.6666666666666667,1.3437500000000000,1.3020833333333333
TISSUE,3311 - FACIAL TISSUE,3311A - FACIAL TISSUE PACK 200-500S,3311D - FACIAL TISSUE TRAVEL,223,74.3333333333333333,1.1890756302521008,1.3277310924369748
TISSUE,3311 - FACIAL TISSUE,3311B - FACIAL TISSUE PACK >500S,3311D - FACIAL TISSUE TRAVEL,195,65.0000000000000000,1.1188118811881188,1.4059405940594059
TISSUE,3312 - HOUSE HOLD TISSUE,3312A - TOILET TISSUE,3312B - NAPKIN,3,1.00000000000000000000,1.00000000000000000000,1.6666666666666667
TISSUE,3312 - HOUSE HOLD TISSUE,3312A - TOILET TISSUE,3312C - TOWEL TISSUE,29,9.6666666666666667,1.0689655172413793,1.0344827586206897
TISSUE,3312 - HOUSE HOLD TISSUE,3312B - NAPKIN,3312C - TOWEL TISSUE,2,0.66666666666666666667,1.5000000000000000,1.5000000000000000
TOOTH CARE,3123 - ANTISEPTIC,3123B - HAND SANITIZER,3123C - LOTION ANTISEPTIC,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
TOOTH CARE,3271 - TOOTH BRUSH,3271A - TOOTH BRUSH REG,3271B - MULTIPACK TOOTH BRUSH,117,39.0000000000000000,1.0320000000000000,1.0400000000000000
TOOTH CARE,3272 - TOOTH PASTE,3272A - TOOTH PASTE 60-120G,3272B - TOOTH PASTE 130-250G,212,70.6666666666666667,1.3493449781659389,1.3231441048034934
TOOTH CARE,3272 - TOOTH PASTE,3272A - TOOTH PASTE 60-120G,3272C - ADVANCE CARE TOOTH PASTE,62,20.6666666666666667,1.3571428571428571,1.2571428571428571
TOOTH CARE,3272 - TOOTH PASTE,3272B - TOOTH PASTE 130-250G,3272C - ADVANCE CARE TOOTH PASTE,340,113.3333333333333333,1.2056737588652482,1.1536643026004728
TOOTH CARE,3273 - MOUTHWASH,3273A - MOUTHWASH 80-120ML,3273B - MOUTHWASH 130-300ML,42,14.0000000000000000,1.1400000000000000,1.0400000000000000
TOOTH CARE,3273 - MOUTHWASH,3273A - MOUTHWASH 80-120ML,3273C - MOUTHWASH 350-500ML,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
TOOTH CARE,3273 - MOUTHWASH,3273B - MOUTHWASH 130-300ML,3273C - MOUTHWASH 350-500ML,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
TOY'S,4611 - TOYS,4611A - CARS TOYS,4611B - BRICKS TOYS,4,1.3333333333333333,1.00000000000000000000,1.6000000000000000
TOY'S,4611 - TOYS,4611A - CARS TOYS,4611C - DOLL/FIGURE TOYS,10,3.3333333333333333,1.0909090909090909,1.00000000000000000000
TOY'S,4611 - TOYS,4611A - CARS TOYS,4611D - ACTIVITY TOYS,37,12.3333333333333333,1.0400000000000000,1.0600000000000000
TOY'S,4611 - TOYS,4611A - CARS TOYS,4611F - OTHERS TOYS,8,2.6666666666666667,1.00000000000000000000,1.00000000000000000000
TOY'S,4611 - TOYS,4611B - BRICKS TOYS,4611C - DOLL/FIGURE TOYS,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
TOY'S,4611 - TOYS,4611B - BRICKS TOYS,4611D - ACTIVITY TOYS,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
TOY'S,4611 - TOYS,4611B - BRICKS TOYS,4611F - OTHERS TOYS,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
